# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 01:45:43 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag
Kepler-5 b,Kepler-5,Transit,2009,Kepler,0.95 m Kepler Telescope,3.54846570,0.053800,15.984,670.93913,0.400000,0.000000,89.140,,6297.00,1.79,1.37,0.652,0.39897,19h57m37.69s,299.4070341,+44d02m06.14s,44.0350387,899.7770000,13.3250000
Kepler-50 b,Kepler-50,Transit,2012,Kepler,0.95 m Kepler Telescope,7.81254000,0.077000,1.710,8.90000,6.049820,0.000000,89.880,,6225.00,1.58,1.24,0.536,0.44100,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,250.1100000,10.5440000
Kepler-50 c,Kepler-50,Transit,2012,Kepler,0.95 m Kepler Telescope,9.37647000,0.087000,2.170,8.20000,9.249213,0.000000,87.600,,6225.00,1.58,1.24,0.536,0.44100,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,250.1100000,10.5440000
Kepler-500 b,Kepler-500,Transit,2016,Kepler,0.95 m Kepler Telescope,8.50832440,0.080600,2.580,7.18000,2.300000,0.000000,89.990,,5813.00,1.03,1.02,0.116,1.79068,19h43m48.32s,295.9513472,+43d51m07.16s,43.8519884,807.4800000,14.3240000
Kepler-501 b,Kepler-501,Transit,2016,Kepler,0.95 m Kepler Telescope,5.64067757,0.062700,4.300,17.10000,1.180000,0.000000,89.880,,5904.00,1.04,1.03,0.216,2.31253,19h48m48.36s,297.2014919,+41d43m48.55s,41.7301534,1125.2400000,14.8860000
Kepler-501 c,Kepler-501,Transit,2021,Kepler,0.95 m Kepler Telescope,3.62276006,0.046700,1.681,3.47000,4.010000,0.000000,89.960,,5794.00,1.22,1.03,0.216,1.47144,19h48m48.36s,297.2014919,+41d43m48.55s,41.7301534,1125.2400000,14.8860000
Kepler-502 b,Kepler-502,Transit,2016,Kepler,0.95 m Kepler Telescope,4.28686431,0.053500,4.770,20.40000,1.030000,0.000000,81.720,,6125.00,1.22,1.15,0.349,0.21100,19h24m19.23s,291.0801330,+43d51m36.69s,43.8601911,1591.0400000,15.1360000
Kepler-504 b,Kepler-504,Transit,2016,Kepler,0.95 m Kepler Telescope,9.54927542,0.064600,1.590,3.15000,4.310000,0.000000,89.920,,3519.00,0.33,0.33,-1.577,7.93023,18h59m41.27s,284.9219608,+45d58m20.38s,45.9723265,99.0688000,15.1430000
Kepler-505 b,Kepler-505,Transit,2016,Kepler,0.95 m Kepler Telescope,27.52197994,0.144500,2.600,7.27000,2.270000,0.000000,89.610,,3931.00,0.53,0.55,-1.079,3.26885,19h11m25.91s,287.8579530,+42d32m33.63s,42.5426758,283.4100000,15.6070000
Kepler-506 b,Kepler-506,Transit,2016,Kepler,0.95 m Kepler Telescope,6.88340550,0.075000,2.730,7.90000,2.130000,0.000000,89.820,,6236.00,1.19,1.19,0.288,0.87238,18h58m32.45s,284.6351885,+40d43m11.39s,40.7198296,228.4390000,11.0940000
Kepler-507 b,Kepler-507,Transit,2016,Kepler,0.95 m Kepler Telescope,3.56809693,0.047794,1.300,5.69692,14.828486,0.000000,85.830,,6113.00,1.32,1.16,0.326,0.64445,19h48m04.51s,297.0188074,+50d24m32.57s,50.4090460,391.6440000,12.1970000
Kepler-508 b,Kepler-508,Transit,2016,Kepler,0.95 m Kepler Telescope,25.30889748,0.176300,1.640,3.33000,4.150000,0.000000,87.810,,6025.00,1.25,1.16,0.289,0.95260,19h41m37.02s,295.4042546,+42d58m52.60s,42.9812789,324.6180000,11.5920000
Kepler-509 b,Kepler-509,Transit,2016,Kepler,0.95 m Kepler Telescope,41.74600392,0.238400,2.490,6.76000,2.410000,0.000000,89.960,,6060.00,1.20,1.10,0.233,0.84757,19h18m39.45s,289.6643940,+48d42m22.19s,48.7061650,332.4430000,11.8480000
Kepler-51 b,Kepler-51,Transit,2012,Kepler,0.95 m Kepler Telescope,45.15400000,0.251400,7.100,2.10000,0.030000,0.040000,89.780,,6018.00,0.94,1.04,-0.142,2.16000,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.8310000,14.8850000
Kepler-51 c,Kepler-51,Transit,2012,Kepler,0.95 m Kepler Telescope,85.31200000,0.384000,9.000,4.00000,0.030000,0.014000,89.440,,6018.00,0.94,1.04,-0.142,2.16000,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.8310000,14.8850000
Kepler-51 d,Kepler-51,Transit,2014,Kepler,0.95 m Kepler Telescope,130.19400000,0.509000,9.700,7.60000,0.046000,0.008000,89.910,,6018.00,0.94,1.04,-0.142,2.16000,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.8310000,14.8850000
Kepler-510 b,Kepler-510,Transit,2016,Kepler,0.95 m Kepler Telescope,19.55659418,0.135146,2.470,6.66000,2.430000,0.000000,87.700,,5746.00,1.41,0.91,0.332,0.16971,19h10m37.20s,287.6550196,+39d14m39.02s,39.2441716,386.1770000,12.0670000
Kepler-511 b,Kepler-511,Transit,2016,Kepler,0.95 m Kepler Telescope,296.63786500,0.858900,6.350,33.10000,0.710000,0.000000,89.810,,5770.00,1.20,1.00,0.498,0.64141,18h51m46.93s,282.9455384,+47d34m29.71s,47.5749181,651.9990000,12.7110000
Kepler-511 c,Kepler-511,Transit,2021,Kepler,0.95 m Kepler Telescope,26.62949944,0.172200,4.210,16.50000,1.220000,0.000000,89.970,,5866.00,1.42,0.96,0.498,0.48937,18h51m46.93s,282.9455384,+47d34m29.71s,47.5749181,651.9990000,12.7110000
Kepler-512 b,Kepler-512,Transit,2016,Kepler,0.95 m Kepler Telescope,34.43587975,0.219400,2.690,7.70000,2.170000,0.000000,89.980,,5997.00,1.30,1.17,0.216,1.54311,19h53m04.54s,298.2689217,+48d55m00.26s,48.9167391,467.3750000,12.7280000
Kepler-513 b,Kepler-513,Transit,2016,Kepler,0.95 m Kepler Telescope,28.86235584,0.178900,2.200,5.48000,2.830000,0.000000,88.350,,5849.00,1.06,1.02,0.079,1.26216,19h00m09.99s,285.0416235,+50d04m31.41s,50.0753913,468.2580000,13.0190000
Kepler-514 b,Kepler-514,Transit,2016,Kepler,0.95 m Kepler Telescope,5.65179605,0.067600,1.720,3.61000,3.900000,0.000000,81.850,,6106.00,1.44,1.28,0.353,0.58348,19h04m59.32s,286.2471739,+50d14m32.53s,50.2423694,455.3360000,12.2730000
Kepler-515 b,Kepler-515,Transit,2016,Kepler,0.95 m Kepler Telescope,19.96371318,0.133300,1.460,2.73000,4.820000,0.000000,88.510,,5293.00,0.83,0.90,-0.312,1.64935,19h21m58.54s,290.4939130,+52d03m20.20s,52.0556110,255.0000000,12.9130000
Kepler-516 b,Kepler-516,Transit,2016,Kepler,0.95 m Kepler Telescope,24.85462415,0.199200,5.740,27.90000,0.811000,0.000000,87.080,,7099.00,2.02,1.62,0.798,0.18673,19h42m26.10s,295.6087625,+38d44m08.65s,38.7357368,687.0940000,12.1210000
Kepler-517 b,Kepler-517,Transit,2016,Kepler,0.95 m Kepler Telescope,60.92832271,0.289700,2.670,7.61000,2.200000,0.000000,89.990,,5690.00,0.98,0.95,-0.019,2.11091,19h34m42.12s,293.6755138,+41d17m42.74s,41.2952061,289.9070000,12.3720000
Kepler-518 b,Kepler-518,Transit,2016,Kepler,0.95 m Kepler Telescope,8.51203588,0.081000,2.110,5.10000,2.980000,0.000000,89.990,,5842.00,0.88,0.96,-0.040,2.12361,19h08m21.60s,287.0900190,+41d22m25.53s,41.3737576,337.9010000,12.5730000
Kepler-519 b,Kepler-519,Transit,2016,Kepler,0.95 m Kepler Telescope,24.30789460,0.159400,2.100,5.06000,3.000000,0.000000,89.630,,5260.00,0.80,0.89,-0.335,2.35108,19h57m16.72s,299.3196708,+41d23m05.08s,41.3847447,246.6100000,12.7700000
Kepler-52 b,Kepler-52,Transit,2012,Kepler,0.95 m Kepler Telescope,7.87735650,0.063700,2.100,135.00000,,0.000000,89.920,M0 V,4075.00,0.52,0.54,-0.996,3.43998,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.5420000,15.5130000
Kepler-52 c,Kepler-52,Transit,2012,Kepler,0.95 m Kepler Telescope,16.38500210,0.103790,1.840,45.40000,,0.012000,90.000,M0 V,4075.00,0.52,0.54,-0.996,3.43998,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.5420000,15.5130000
Kepler-52 d,Kepler-52,Transit,2014,Kepler,0.95 m Kepler Telescope,36.44517100,0.182000,1.950,4.46000,3.310000,0.000000,89.980,M0 V,4263.00,0.56,0.58,-0.996,5.52885,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.5420000,15.5130000
Kepler-520 b,Kepler-520,Transit,2016,Kepler,0.95 m Kepler Telescope,19.67416124,0.144000,1.660,3.39000,4.070000,0.000000,87.050,,6112.00,1.09,1.10,0.510,1.83122,19h32m43.27s,293.1802903,+41d37m03.87s,41.6177408,623.9010000,12.7980000
Kepler-520 c,Kepler-520,Transit,2016,Kepler,0.95 m Kepler Telescope,5.21104261,0.059400,1.070,1.24000,5.560000,0.000000,83.020,,6112.00,1.09,1.10,0.510,1.25197,19h32m43.27s,293.1802903,+41d37m03.87s,41.6177408,623.9010000,12.7980000
Kepler-521 b,Kepler-521,Transit,2016,Kepler,0.95 m Kepler Telescope,22.20813214,0.169900,3.180,10.20000,1.740000,0.000000,89.960,,6406.00,1.46,1.34,0.671,0.48567,19h55m15.93s,298.8163801,+43d59m52.87s,43.9980203,830.6380000,12.9400000
Kepler-522 b,Kepler-522,Transit,2016,Kepler,0.95 m Kepler Telescope,38.58422849,0.255100,6.910,38.20000,0.636000,0.000000,85.760,,6392.00,1.98,1.54,0.655,0.32134,19h12m36.95s,288.1539730,+44d04m07.74s,44.0688154,639.2390000,12.2200000
Kepler-523 b,Kepler-523,Transit,2016,Kepler,0.95 m Kepler Telescope,5.83598311,0.060600,1.960,4.50000,3.280000,0.000000,89.660,,5515.00,0.86,0.93,-0.280,2.36312,18h56m14.67s,284.0611224,+45d30m24.53s,45.5068127,253.2950000,12.5880000
Kepler-524 b,Kepler-524,Transit,2016,Kepler,0.95 m Kepler Telescope,7.97419807,0.079100,1.910,4.31000,3.400000,0.000000,89.360,,6014.00,1.10,1.09,0.439,0.45853,19h47m26.20s,296.8591787,+49d09m43.25s,49.1620125,1058.2400000,14.0820000
Kepler-524 c,Kepler-524,Transit,2016,Kepler,0.95 m Kepler Telescope,1.88897906,0.030300,0.960,0.84000,5.220000,0.000000,89.840,,6014.00,1.10,1.09,0.439,0.39530,19h47m26.20s,296.8591787,+49d09m43.25s,49.1620125,1058.2400000,14.0820000
Kepler-525 b,Kepler-525,Transit,2016,Kepler,0.95 m Kepler Telescope,18.68404933,0.139600,2.630,7.41000,2.240000,0.000000,85.700,,5573.00,1.15,0.95,0.525,0.16010,19h44m44.02s,296.1834239,+47d21m31.60s,47.3587776,992.8520000,13.6130000
Kepler-526 b,Kepler-526,Transit,2016,Kepler,0.95 m Kepler Telescope,5.45849832,0.064000,1.990,4.62000,3.220000,0.000000,85.390,,5894.00,1.14,1.15,0.351,0.40778,19h50m36.22s,297.6509281,+47d23m46.41s,47.3962246,666.1460000,13.1940000
Kepler-527 b,Kepler-527,Transit,2016,Kepler,0.95 m Kepler Telescope,13.28535633,0.117900,2.840,8.45000,2.030000,0.000000,85.870,,6388.00,1.45,1.28,0.323,0.49084,19h23m49.90s,290.9579130,+47d24m22.56s,47.4062673,750.0400000,13.4710000
Kepler-528 b,Kepler-528,Transit,2016,Kepler,0.95 m Kepler Telescope,19.78297415,0.140900,2.080,4.98000,3.040000,0.000000,89.970,,5807.00,1.06,1.01,0.158,1.06272,19h42m44.37s,295.6848595,+47d44m53.13s,47.7480914,784.2300000,14.0640000
Kepler-529 b,Kepler-529,Transit,2016,Kepler,0.95 m Kepler Telescope,1.98035766,0.030900,1.860,4.12000,3.520000,0.000000,80.890,,6087.00,1.14,1.07,0.207,1.10938,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.0080000,13.7790000
Kepler-529 c,Kepler-529,Transit,2016,Kepler,0.95 m Kepler Telescope,12.83450220,0.107500,2.000,4.66000,3.200000,0.000000,83.970,,6087.00,1.14,1.07,0.207,0.08653,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.0080000,13.7790000
Kepler-529 d,Kepler-529,Transit,2021,Kepler,0.95 m Kepler Telescope,35.86619949,0.213400,2.795,8.22000,2.070000,0.000000,85.140,,6078.00,1.19,1.01,0.207,0.02164,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.0080000,13.7790000
Kepler-53 b,Kepler-53,Transit,2012,Kepler,0.95 m Kepler Telescope,18.64895250,0.139000,2.890,111.00000,,0.000000,89.860,,5858.00,0.89,0.98,0.036,1.97596,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.0700000,15.3670000
Kepler-53 c,Kepler-53,Transit,2012,Kepler,0.95 m Kepler Telescope,38.55830380,0.225500,3.170,36.00000,,0.000000,87.910,,5858.00,0.89,0.98,0.036,0.29826,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.0700000,15.3670000
Kepler-53 d,Kepler-53,Transit,2014,Kepler,0.95 m Kepler Telescope,9.75196200,0.091000,2.120,5.14000,2.960000,0.000000,80.970,,6085.00,0.96,0.98,0.036,0.04400,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.0700000,15.3670000
Kepler-530 b,Kepler-530,Transit,2016,Kepler,0.95 m Kepler Telescope,39.30941904,0.221200,3.010,9.32000,1.880000,0.000000,89.970,,5697.00,0.89,0.97,-0.132,1.88660,18h53m21.67s,283.3402948,+48d32m56.62s,48.5490620,457.7090000,13.5020000
Kepler-531 b,Kepler-531,Transit,2016,Kepler,0.95 m Kepler Telescope,29.88485741,0.169400,2.780,8.15000,2.080000,0.000000,89.060,,4893.00,0.75,0.78,-0.552,2.37735,19h06m05.92s,286.5246582,+48d41m00.77s,48.6835481,252.7620000,13.5660000
Kepler-532 b,Kepler-532,Transit,2016,Kepler,0.95 m Kepler Telescope,12.92491623,0.101200,2.570,7.13000,2.310000,0.000000,88.260,,5192.00,0.79,0.87,-0.458,2.50395,19h54m38.62s,298.6609094,+48d36m22.69s,48.6063022,312.7980000,13.7400000
Kepler-533 b,Kepler-533,Transit,2016,Kepler,0.95 m Kepler Telescope,28.51120525,0.165000,3.380,11.40000,1.620000,0.000000,88.680,,4758.00,0.72,0.78,-0.620,1.02209,19h34m44.57s,293.6856893,+48d49m29.97s,48.8249915,302.9550000,14.1280000
Kepler-534 b,Kepler-534,Transit,2016,Kepler,0.95 m Kepler Telescope,15.95994513,0.127200,2.240,5.65000,2.760000,0.000000,88.780,,5884.00,0.98,1.05,0.147,1.70830,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.6590000,13.3870000
Kepler-534 c,Kepler-534,Transit,2021,Kepler,0.95 m Kepler Telescope,7.37868977,0.076100,1.227,2.02000,6.010000,0.000000,88.000,,5936.00,0.97,1.07,0.147,1.09657,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.6590000,13.3870000
Kepler-535 b,Kepler-535,Transit,2016,Kepler,0.95 m Kepler Telescope,4.90332155,0.059400,2.360,6.17000,2.580000,0.000000,89.930,,6123.00,1.27,1.18,0.341,0.61988,19h46m16.00s,296.5666587,+49d41m46.23s,49.6961742,685.5990000,13.2090000
Kepler-536 b,Kepler-536,Transit,2016,Kepler,0.95 m Kepler Telescope,1.82708230,0.027600,3.100,9.80000,1.810000,0.000000,89.740,,5524.00,0.89,0.92,-0.214,2.27396,19h50m56.73s,297.7363605,+49d38m13.56s,49.6371010,462.3220000,14.0320000
Kepler-537 b,Kepler-537,Transit,2016,Kepler,0.95 m Kepler Telescope,3.24755522,0.044200,1.410,2.57000,5.040000,0.000000,88.140,,5763.00,0.99,1.07,-0.039,1.46831,19h19m31.34s,289.8805804,+51d16m37.17s,51.2769907,439.4000000,13.1730000
Kepler-538 b,Kepler-538,Transit,2016,Kepler,0.95 m Kepler Telescope,81.73778000,0.355400,2.215,12.90000,6.500000,0.210000,89.730,,5534.00,0.87,0.89,-0.179,1.90200,19h49m56.77s,297.4865503,+49d37m24.23s,49.6233975,155.9560000,11.2700000
Kepler-539 b,Kepler-539,Transit,2016,Kepler,0.95 m Kepler Telescope,125.63243000,0.498800,8.373,308.29510,2.900000,0.390000,89.845,G2 V,5820.00,0.95,1.05,-0.060,1.71300,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.3180000,12.4440000
Kepler-539 c,Kepler-539,Transit Timing Variations,2016,Kepler,0.95 m Kepler Telescope,1000.00000000,2.420000,13.300,762.79200,1.780000,0.500000,,G2 V,5820.00,0.95,1.05,-0.094,1.71300,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.3180000,12.4440000
Kepler-54 b,Kepler-54,Transit,2012,Kepler,0.95 m Kepler Telescope,8.01094340,0.061900,2.100,3.09000,2.635508,0.022000,89.590,M1 V,3705.00,0.50,0.51,-1.301,0.18002,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.7010000,16.2820000
Kepler-54 c,Kepler-54,Transit,2012,Kepler,0.95 m Kepler Telescope,12.07172490,0.080900,1.230,2.10000,2.376368,0.000000,89.960,M1 V,3705.00,0.50,0.51,-1.301,5.03920,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.7010000,16.2820000
Kepler-54 d,Kepler-54,Transit,2014,Kepler,0.95 m Kepler Telescope,20.99569400,0.126000,1.530,2.96000,4.540000,0.000000,89.790,M1 V,4252.00,0.55,0.52,-1.301,5.03920,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.7010000,16.2820000
Kepler-540 b,Kepler-540,Transit,2016,Kepler,0.95 m Kepler Telescope,172.70497840,0.588600,2.710,7.80000,2.150000,0.000000,90.000,,5946.00,1.08,1.02,0.207,1.06872,19h22m30.00s,290.6249953,+44d52m25.59s,44.8737757,390.3740000,12.2930000
Kepler-541 b,Kepler-541,Transit,2016,Kepler,0.95 m Kepler Telescope,5.08005848,0.064100,3.360,11.20000,1.620000,0.000000,83.850,,6166.00,2.06,1.41,0.755,0.16175,19h36m35.92s,294.1496529,+38d27m29.55s,38.4582070,1060.6800000,13.3830000
Kepler-542 b,Kepler-542,Transit,2016,Kepler,0.95 m Kepler Telescope,13.14497566,0.103800,1.570,3.09000,4.390000,0.000000,88.510,,5526.00,0.90,0.93,-0.122,1.31404,19h28m51.59s,292.2149697,+38d32m54.77s,38.5485469,436.0160000,13.6060000
Kepler-543 b,Kepler-543,Transit,2016,Kepler,0.95 m Kepler Telescope,13.89961966,0.098000,2.500,6.80000,2.390000,0.000000,87.800,,4671.00,0.67,0.70,-0.643,2.84650,19h08m52.49s,287.2187273,+38d51m45.13s,38.8625366,221.8020000,13.5980000
Kepler-544 b,Kepler-544,Transit,2016,Kepler,0.95 m Kepler Telescope,21.41616926,0.155300,2.120,5.14000,2.960000,0.000000,89.800,,6206.00,1.22,1.16,0.529,0.49243,19h36m06.98s,294.0290734,+39d03m06.44s,39.0517893,963.1800000,13.6670000
Kepler-545 b,Kepler-545,Transit,2016,Kepler,0.95 m Kepler Telescope,13.24934059,0.108700,2.690,7.70000,2.170000,0.000000,88.070,,5882.00,1.07,1.04,0.107,1.11904,19h22m15.92s,290.5663221,+40d41m31.47s,40.6920756,818.0010000,14.2050000
Kepler-546 b,Kepler-546,Transit,2016,Kepler,0.95 m Kepler Telescope,4.14702026,0.050200,7.000,39.10000,0.626000,0.000000,88.700,,5967.00,1.15,1.11,0.271,1.70234,18h53m01.82s,283.2575730,+40d59m25.47s,40.9904095,1019.6500000,14.3250000
Kepler-547 b,Kepler-547,Transit,2016,Kepler,0.95 m Kepler Telescope,6.01038429,0.058000,4.000,15.10000,1.300000,0.000000,88.750,,4828.00,0.73,0.78,-0.555,4.14800,19h04m28.46s,286.1185888,+44d20m42.74s,44.3452063,378.9720000,14.4800000
Kepler-548 b,Kepler-548,Transit,2016,Kepler,0.95 m Kepler Telescope,4.45419434,0.049500,11.990,,,0.000000,88.160,,5535.00,0.90,0.93,-0.201,3.16564,19h59m37.42s,299.9059167,+45d26m22.60s,45.4396103,751.7760000,15.2660000
Kepler-549 b,Kepler-549,Transit,2016,Kepler,0.95 m Kepler Telescope,42.94956490,0.228300,2.570,11.00000,1.900000,0.000000,89.990,,5360.00,0.84,0.88,-0.306,2.57485,18h52m05.48s,283.0228527,+47d15m40.12s,47.2611431,635.1450000,14.8050000
Kepler-549 c,Kepler-549,Transit,2016,Kepler,0.95 m Kepler Telescope,117.04049800,0.445300,2.930,8.91000,1.950000,0.000000,89.920,,5360.00,0.84,0.88,-0.306,3.18108,18h52m05.48s,283.0228527,+47d15m40.12s,47.2611431,635.1450000,14.8050000
Kepler-549 d,Kepler-549,Transit,2023,Kepler,0.95 m Kepler Telescope,24.61480613,0.157500,4.200,16.40000,1.220000,0.000000,89.630,,5312.00,0.99,0.86,-0.306,9.26987,18h52m05.48s,283.0228527,+47d15m40.12s,47.2611431,635.1450000,14.8050000
Kepler-55 b,Kepler-55,Transit,2012,Kepler,0.95 m Kepler Telescope,27.94814490,0.159300,2.430,43.00000,16.500000,0.000000,89.940,,4362.00,0.58,0.62,-0.763,0.04680,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.7960000,15.7460000
Kepler-55 c,Kepler-55,Transit,2012,Kepler,0.95 m Kepler Telescope,42.15164180,0.209500,2.210,69.80000,35.500000,0.000000,89.960,,4362.00,0.58,0.62,-0.763,0.02459,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.7960000,15.7460000
Kepler-55 d,Kepler-55,Transit,2014,Kepler,0.95 m Kepler Telescope,2.21109900,0.029000,1.590,3.15000,4.310000,0.000000,84.940,,4503.00,0.62,0.63,-0.763,3.66350,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.7960000,15.7460000
Kepler-55 e,Kepler-55,Transit,2014,Kepler,0.95 m Kepler Telescope,4.61753400,0.048000,1.550,3.02000,4.460000,0.000000,86.990,,4503.00,0.62,0.63,-0.763,1.67234,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.7960000,15.7460000
Kepler-55 f,Kepler-55,Transit,2014,Kepler,0.95 m Kepler Telescope,10.19854500,0.081000,1.590,3.15000,4.310000,0.000000,88.270,,4503.00,0.62,0.63,-0.763,3.64550,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.7960000,15.7460000
Kepler-550 b,Kepler-550,Transit,2016,Kepler,0.95 m Kepler Telescope,8.60010411,0.074700,4.420,17.90000,1.140000,0.000000,89.840,,5322.00,0.83,0.87,-0.384,1.28385,19h50m48.04s,297.7001786,+47d51m49.34s,47.8637046,531.9440000,14.6260000
Kepler-551 b,Kepler-551,Transit,2016,Kepler,0.95 m Kepler Telescope,12.37646610,0.089300,2.730,7.90000,2.130000,0.000000,89.170,,4286.00,0.63,0.65,-0.895,4.18804,19h01m56.41s,285.4850450,+48d03m15.76s,48.0543774,311.1750000,15.2780000
Kepler-552 b,Kepler-552,Transit,2016,Kepler,0.95 m Kepler Telescope,5.26341577,0.061200,3.950,14.80000,1.320000,0.000000,85.550,,5863.00,1.04,1.03,0.063,0.78445,19h22m59.45s,290.7476903,+48d14m31.14s,48.2419838,843.6890000,14.4760000
Kepler-553 b,Kepler-553,Transit,2016,Kepler,0.95 m Kepler Telescope,4.03046700,0.047660,4.741,116.00737,,0.000000,88.940,,5191.00,0.90,0.89,-0.271,1.72700,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.5250000,15.0340000
Kepler-553 c,Kepler-553,Transit,2016,Kepler,0.95 m Kepler Telescope,328.24017000,0.898000,11.579,2129.45033,7.530000,0.346000,89.831,,5191.00,0.90,0.89,-0.271,1.72700,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.5250000,15.0340000
Kepler-554 b,Kepler-554,Transit,2016,Kepler,0.95 m Kepler Telescope,1.90220856,0.029300,4.290,17.00000,1.180000,0.000000,89.030,,5447.00,0.92,0.93,-0.118,1.70942,19h45m37.66s,296.4068982,+51d21m29.50s,51.3581938,690.5250000,14.4900000
Kepler-555 b,Kepler-555,Transit,2016,Kepler,0.95 m Kepler Telescope,16.21775407,0.120100,2.830,8.40000,2.040000,0.000000,89.210,,5894.00,1.04,1.03,0.264,1.04054,19h02m04.05s,285.5168720,+38d55m56.85s,38.9324587,973.1210000,14.4480000
Kepler-556 b,Kepler-556,Transit,2016,Kepler,0.95 m Kepler Telescope,11.72292176,0.097300,2.240,5.65000,2.760000,0.000000,89.970,,5740.00,0.98,1.00,-0.048,1.43045,19h22m07.08s,290.5294799,+38d56m33.83s,38.9427306,674.5980000,14.3160000
Kepler-557 b,Kepler-557,Transit,2016,Kepler,0.95 m Kepler Telescope,3.70598955,0.046900,2.670,7.61000,2.200000,0.000000,82.050,,6068.00,1.16,1.11,0.728,0.19610,19h34m50.02s,293.7084179,+41d36m54.39s,41.6151084,2097.1200000,14.7230000
Kepler-558 b,Kepler-558,Transit,2016,Kepler,0.95 m Kepler Telescope,29.00790538,0.175900,2.370,6.21000,2.560000,0.000000,88.570,,5242.00,0.81,0.85,-0.384,2.34352,18h58m37.91s,284.6579709,+42d39m09.63s,42.6526751,661.8760000,14.8990000
Kepler-559 b,Kepler-559,Transit,2016,Kepler,0.95 m Kepler Telescope,17.58752333,0.127700,3.610,12.70000,1.480000,0.000000,89.810,,5630.00,0.95,0.96,-0.121,1.92199,19h46m32.85s,296.6368878,+43d48m10.06s,43.8027948,776.7080000,14.8630000
Kepler-56 b,Kepler-56,Transit,2012,Kepler,0.95 m Kepler Telescope,10.50160000,0.102800,6.510,22.10000,0.442000,0.040000,89.660,,4840.00,4.23,1.32,0.905,0.02460,19h35m01.99s,293.7583002,+41d52m18.51s,41.8718070,912.9940000,12.5980000
Kepler-56 c,Kepler-56,Transit,2012,Kepler,0.95 m Kepler Telescope,21.40239000,0.165200,9.800,181.00000,1.060000,0.000000,80.400,,4840.00,4.23,1.32,0.905,0.02460,19h35m01.99s,293.7583002,+41d52m18.51s,41.8718070,912.9940000,12.5980000
